Screen Name,Status ID,Text,Local Timestamp,Likes,Retweets,State,Outage_status
JizzyJaz721,2.633278240714916e+17,The voicemails my mom left me in the middle of the night to make sure I was Ok during the storm>>>>>,12:13 PM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
As_h_Yost,2.633275071205253e+17,Our campus is a disaster and half of our buildings have no power...yet we have a half day of classes.... #logical #IDAProbs,12:12 PM - 30 Oct 2012,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
Scott_In_Worc,2.633268961069179e+17,@GinsburgJobs same here. Lots of wind but did not loose power.,12:09 PM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
tripleelle,2.633266945160765e+17,Aftermath of #sandy no power. Down trees @ home http://instagr.am/p/Rage4XLZ91/,12:09 PM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
topix_ma,2.6332506851026125e+17,"Streets Remain Closed, Power Out in Wilmington - http://bit.ly/W2VgKO  #Wilmington #Massachusetts",12:02 PM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
Scott_In_Worc,2.633236801704509e+17,@GinsburgJobs how did you fair with the storm?,11:57 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
OTTO_Pizza,2.6332021375434752e+17,"We hope all of you are safe, dry, & with power. All OTTO locations are business as usual today. Stop by and say hello.",11:43 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",MA,1
BOS311,2.6331962541934592e+17,Opened report via iPhone at 138 W Concord St http://j.mp/Rr06x7 . Tree and vine all around power lines.,11:41 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
dublreed,2.6331893973871e+17,Still no power - out to lunch (@ Qdoba Mexican Grill) http://4sq.com/TTFD70,11:38 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
bettnet,2.6331729980780544e+17,Talk about perfect storm: end of month and closed yesterday from #sandy. Place is packed. http://4sq.com/V57NMf,11:31 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
harshtagswag,2.6331513426347213e+17,No power at the Y...good thing weights don't require electricity,11:23 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
tethernando,2.633136112697467e+17,i hope the whole MA area will resume its power services before the NBA games kick off tonight! Celtics vs Heat... Eastern finaLs na agad? :D,11:17 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
stephaniee_cohn,2.6331259097174016e+17,Haven't been able to go to the gym in 2 days because of this damn storm!  #ugh,11:13 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
carolbeggy,2.6331178488942182e+17,@abtran sure. We still don't have power. About two dozen houses.,11:09 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
JMengz001,2.6331030959753216e+17,"You would believe after yesterday's shit storm, there would be more rain but its actually sunny. The world is constantly fucking with me.",11:04 AM - 30 Oct 2012,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
the_franchiseSC,2.633099321521193e+17,"Another day off for the NYSE, still see big days ahead for $GNRC on good market exposure across states #Sandy 8 mil+ no power #prepped",11:02 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
BJONX3,2.633095138709463e+17,"Oh shit, some of the power went out at my house #routine",11:00 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
hhhguy2004,2.6330948487152845e+17,Anyone know why my iPhone wont stay off when I power it down it just turns right back on only well shut off when battery is completely dead,11:00 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
brittyj10,2.633057088738468e+17,@Grace_Stauffer we are getting the tropical weather from the end of the storm.,10:45 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
TheDailyLifer,1.0700299024669492e+18,7 Reasons Why EVERYBODY is Obsessed with Throne: Kingdom at War,1:59 PM - 4 Dec 2018,"Like
    
      
    398
  
  
    
      
      
      Liked
    
      
    398","Retweet
    
      
    72
  
  
    
      
      Retweeted
    
      
    72",MA,1
the_franchiseSC,2.6330336913169613e+17,"And just when we think we're in the clear, Tropical Storm Rosa is forming off the coast of Mexico #noclass?",10:36 AM - 30 Oct 2012,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
Scott_In_Worc,2.6330257336737382e+17,Gov. Christie: @BarackObama Deserves 'Great Credit' For Storm Response http://livewire.talkingpointsmemo.com/entry/gov-christie-obama-deserves-great-credit-for-storm … via @pemalevy,10:33 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
la_bambi_doll,2.633020198660424e+17,Glad to see the sun out after the storm. #GoodMorning,10:31 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
remillard221,2.6330128181952512e+17,That storm was pussy shit,10:28 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
topix_ma,2.6329496547873587e+17,"Numerous Roads Blocked in Weston Due to Downed Power Lines, Trees - http://bit.ly/RtNkwt  #Weston #Massachusetts",10:03 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
topix_ma,2.6329061969743053e+17,RMLD Working To Restore Power On Various Lynnfield Streets - http://bit.ly/W2onxI  #Lynnfield #Massachusetts,9:45 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
LuisianaC,2.632889130938696e+17,Did u make it through the storm in your cabin!? @blackjadebeauty,9:39 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
MBTA,2.6328522133877555e+17,"Another look at the downed tree, damaged pole, and damaged power lines on the #MBTA D Linepic.twitter.com/9ijnDugt",9:24 AM - 30 Oct 2012,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1","Retweet
    
      
    4
  
  
    
      
      Retweeted
    
      
    4",MA,0
ArchanaDubey,2.6328199122557747e+17,@mommyniri you r most welcome. We r fortunate to have power and r willing to share. :-),9:11 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
zzmartin,2.632800638925742e+17,What a beautiful day after the storm. Enjoying a great walk with the boy!!!,9:03 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
sisi_ologe,2.632792502898811e+17,"Sunshine after d storm, #classic way of God telling us everything is gonna b ok. No matter d storm...",9:00 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
Bob_Brosseau,2.632784416490414e+17,@nationalgridus you might have thought about having an ER website that could handle the number of hits you get in an outage.,8:57 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
jasoncaira,2.632776378693796e+17,Day #2: No Power.  Is this what it's like being Amish? (at Casa De Caira) [pic] — http://path.com/p/3bIIsu,8:54 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
GiuseppeTaibi,2.6327718424701747e+17,"Sandy storm damage in Lexington, MA @ Buckman Tavern http://instagr.am/p/RaKXxuE4Qz/",8:52 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
Sk8terdude135,2.632761455485993e+17,@DatChickDope I know right I would die if I had no power ^_^ lolz,8:48 AM - 30 Oct 2012,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",MA,0
DC_Hannon,2.632753519485256e+17,One hell of a hurricane! Didnt lode power luckly!,8:45 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
griffiti,2.6327517422750106e+17,Some trees down and trail damage after last night's storm. (@ Fresh Pond Reservation) [pic]: http://4sq.com/S9X11J,8:44 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
Martyg84,2.632749382307922e+17,'@Edelman11: How's everyone doing? Sandy may take our power... But she will not take my dignity!!!' Nor the burger places...,8:43 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
dimas_vasquez,2.632744098407506e+17,Still no power,8:41 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
dopegirl7816,2.632731882580951e+17,This is the big storm we was post to.get,8:36 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
TheDailyLifer,1.0700299024669492e+18,7 Reasons Why EVERYBODY is Obsessed with Throne: Kingdom at War,1:59 PM - 4 Dec 2018,"Like
    
      
    398
  
  
    
      
      
      Liked
    
      
    398","Retweet
    
      
    72
  
  
    
      
      Retweeted
    
      
    72",MA,1
cvezie,2.6327119090536858e+17,@RunKeeper I don't run yesterday because storm I don't want unsafe on street but I do ride my bike home,8:28 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
Walsh_Team,2.6327053265967923e+17,#Wellesley Some Residents Still Without Power: A reader writes in to say power is still out in a small section of town. http://bit.ly/XSfHbB,8:26 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
Kcon4832,2.6326841573992858e+17,Does anyone know if the Salem end apartments got their power back?,8:17 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
mkurkowski,2.6326768919002726e+17,".@StyleList C'mon guys--the facial scrub tweet was pretty tasteless, but making light of a storm that claimed lives is just disrespectful.",8:14 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
catherinesmart,2.6326759027993805e+17,Grateful for power and coming out unscathed. Thoughts with my NYC friends. #sa,8:14 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
CassidyQuinn,2.632672684132475e+17,Survived the storm! Back to work... (@ Boloco Support Center) http://4sq.com/WXOg15,8:13 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
BradSchlagheck,2.6326691270272205e+17,"Today, as the east coast deals with damages and about 5.3 million people are without power, I @ 19 Clarendon http://instagr.am/p/RaFGIhL4kH/",8:11 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
screamer67,2.6326439148559565e+17,"There's always a  after the storm... #sandy  @ Lexington, MA http://instagr.am/p/RaEjegEVi7/",8:01 AM - 30 Oct 2012,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
ryanjmcfadden_,2.63263981848916e+17,First classes canceled till 12... Power still out.. All classes now #byebye,7:59 AM - 30 Oct 2012,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
praetorian,2.6326288419115008e+17,Its funny that NOW my power goes out.,7:55 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
jinzilla20,2.6326024753842176e+17,@simplyand: You too. Is your power back yet?,7:45 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
alysonevan,2.632601810922496e+17,"AM update: power returned sometime in the night. Just rain & thunderstorms in the forecast. We are lucky, thoughts w/ all else on East coast",7:44 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
jonanzaldi,2.6325946654221926e+17,This footage of how to conquer a power outage is killing me because it's not reaching its target demo. Those being who dont have power.,7:42 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",MA,0
JeffCutler,2.632589995274568e+17,Post #sandy breakfast. Eggs to signify rebirth after the storm. (@ Easter Country Kitchen) [pic]: http://4sq.com/QRX4AA,7:40 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
Elleipher,2.6325854937797427e+17,There's a huge tree on power lines next to my office why am I at work?!,7:38 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
funnyguy8370,2.63258181050966e+17,Dammit work has power :( (@ Boston Volvo Village) http://4sq.com/SrqkAp,7:36 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
kgdwyer,2.6325723724869632e+17,"@RobbEason Thanks for the note about #reason110 today. Roxbury was lucky with power, but I am sure I will take notes for @BrockBiv today.",7:33 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
woolpapersugar,2.6325535254657843e+17,"Well we survived Sandy unscathed. Thankful for power, a shower & a warm cup of tea. My thoughts go out to all without those this AM",7:25 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
MattSchanuel,2.632527791649096e+17,"Looks like Sandy is pretty much done here. Power held out! Thank Hurricanus, I can be productive today.",7:15 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
MsDeborahSiegel,2.632512957444424e+17,@TeamGermain Hi!! We're all doing alright. In NJ my parents lost power - hopefully that's the worst of it! I'm in Boston and its fine today!,7:09 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
TheDailyLifer,1.0700299024669492e+18,7 Reasons Why EVERYBODY is Obsessed with Throne: Kingdom at War,1:59 PM - 4 Dec 2018,"Like
    
      
    398
  
  
    
      
      
      Liked
    
      
    398","Retweet
    
      
    72
  
  
    
      
      Retweeted
    
      
    72",MA,1
niiiiicolaaa,2.6325028818035507e+17,@thirstyy4frAsca I hope the power goes out in the school... That'd be fresh,7:05 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
cdepierro4,2.632474074610524e+17,Yay for power being back in in Billerica,6:54 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
AngieBOSDem,2.632453788230205e+17,Continue to call Mayor’s 24-hour Hotline with any questions/concerns or storm related issues 617-635-4500 & follow @NotifyBoston for updates,6:46 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",MA,1
BioDaver,2.6324483471692595e+17,The Calm After The Storm. #Sunrise #Sandy #Clouds @ Town of Billerica http://instagr.am/p/RZ7rA2PaVx/,6:43 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
topix_ma,2.632438412121252e+17,"Hurricane Sandy Blows Down Trees, Knocks Out Power Around Watertown - http://bit.ly/Rtt522  #Watertown #Massachusetts",6:39 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
ms_kristengrace,2.6324083408909107e+17,"No power at the office, working from home for the 2nd day.. Thanks Sandy. Working from my bed is much more enjoyable",6:28 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
ThisMansJourney,2.632402662726205e+17,"Surreal drive to work. Store signage in my parking lot. Major trees down. Many traffic lights not working. Still had power.
#luckyone",6:25 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
CWMma,2.632399135735972e+17,Still no power in Quincy according to @nationalgridus the outage affecting me and 3000 others has no crew assigned.,6:24 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
Caww67,2.632369882478715e+17,While I am sorry to all those who lost power or inconvenienced by the storm I do love that there was no traffic hea... http://4sq.com/SZtgll,6:12 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
TalesofOlde,2.632338106515456e+17,"'And after the storm, I run and run as the rains come.' #cyasandy",6:00 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
emily_wilson_2,2.6323342769901978e+17,i hope the power goes out during school,5:58 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
yardhalf,2.63231695799595e+17,"Good morning! Office opening at 10 today - hope we have power! Crews on stand-by for yard, tree clean-up; regular work postponed. #waltham",5:51 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
yatown_news,2.6322937398390784e+17,"Mayor Bettencourt sets up storm info hotline for Peabody residents -Boston.com http://yatown.com/news/Proctor,Peabody,MA/Mayor-Bettencourt-sets-up-storm-info-hotline-for-Peabody-residents?pb=Boston.com&lo=Proctor%2CPeabody%2CMA&sn=The+following+was+submitted+by+the+office+of+Peabody+Mayor+Ted+Bettencourt%3A+With+Hurricane+Sandy+possibly+bearing+down+on+New+England%2C+Mayor+Edward+A.+Bettencourt+Jr.+met+Friday+mo..&vi=y&ti=Mayor+Bettencourt+sets+up+storm+info+hotline+for+Peabody+residents&xu=http%3A%2F%2Fwww.boston.com%2Fyourtown%2Fnews%2Fpeabody%2F2012%2F10%2Fmayor_bettencourt_sets_up_stor.html&src=tw … #Proctor #Peabody #MA",5:42 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
Mzmolly246,2.6322741159489536e+17,I hate getting dressed in the dark lol but the power is back :D,5:34 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
lexfangirls,2.6322424646404096e+17,Guys pray so my power comes on again please!!! My phone is dying.,5:22 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",MA,0
lexfangirls,2.632228803163054e+17,@DearHOA do you have school??? I also still don't have power. :(,5:16 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
MikeBrooke_,2.6322266224604365e+17,"Good morning from storm lashed Boston. All safe & well, without power and the winds and rain still going crazy! #saltire2012 @2012Fellows",5:15 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
DemocraShe,2.6321983278115635e+17,"LOL Way to go, #Sandy!! RT @SandysHurricane: LMFAO I JUST TOOK FOX NEWS POWER OUT!!",5:04 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
lexfangirls,2.632162194637701e+17,My power is still off.,4:50 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",MA,0
leggomymego_523,2.6321171807797248e+17,Upside - no classes. Downsides - i have to get up for work in 30 minutes and there is still no power. #coldshowers,4:32 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
TheDailyLifer,1.0700299024669492e+18,7 Reasons Why EVERYBODY is Obsessed with Throne: Kingdom at War,1:59 PM - 4 Dec 2018,"Like
    
      
    398
  
  
    
      
      
      Liked
    
      
    398","Retweet
    
      
    72
  
  
    
      
      Retweeted
    
      
    72",MA,1
izzybusy78,2.632028726935184e+17,@matthewgiberti yeah we never lost power.,3:57 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
SheilaRMacArthr,2.631891983774556e+17,@NikkyBriggs1. First time a storm ever scared me!  Does the UK get frightening storms?,3:02 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
SheilaRMacArthr,2.631887956068393e+17,@MadonnaNation. Hello!  Can you pls ask @TheEllenShow to replay her Madonna show? 7million had no power & rest saw only local news. Thx!!,3:01 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    10
  
  
    
      
      Retweeted
    
      
    10",MA,0
SheilaRMacArthr,2.6318833448926822e+17,@mdna Hello. Can you pls ask @TheEllenShow  to replay her show with Madonna?  7 million had no power & rest had only local news. Thank you!,2:59 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
SheilaRMacArthr,2.6318760240704307e+17,@NikkiFinke Can you all ask Ellen to replay her show w/Madonna? So many w/o power or with only local news. Thank you!,2:56 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
SheilaRMacArthr,2.6318633242631782e+17,@MassGovernor Can you give me an email for a complaint to the Gov re. my power company?  Thank you.,2:51 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
SheilaRMacArthr,2.6318413744217702e+17,"@NikkyBriggs1 Hey there!  Thanks for asking. Power lines still down but the storm has passed Boston, so I'm good!  Early mor but cant sleep!",2:42 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
SheilaRMacArthr,2.6318338089458483e+17,@eonline Hi! Can E! pls ask Ellen to replay her show w/Madonna? 2 mil had no electricity & rest of us got only local storm news. Thank you!!,2:39 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
SheilaRMacArthr,2.631827652336722e+17,@rickygervais. Hi Ricky! THX fr Boston! Can u pls ask Ellen to replay her show w/Madonna? 2 mil ppl had no power & rest got local news. TY!,2:37 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
scrapsparcs,2.631730622650368e+17,@cnnbrk 2% of US without power #Sandy,1:58 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
amandaajean_,2.6316271629279232e+17,I am SO lucky that the storm wasn't too too bad around here... Praying for those who were profoundly effected #HurricaneSandy,1:17 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
emmalynnclaire,2.631592705672028e+17,Guess the storm is done. Night world :-),1:03 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
LoDessert,2.6315738827261133e+17,Ok so this whole power outage thing is really getting old #youcanturnbackonnow,12:56 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
Sarah_Bendell,2.631505961173648e+17,I have no power again are you kidding me,12:29 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
sfpanda,2.631481297365893e+17,@sporty_lexus @Mamiti1 I'm glad too! Downtown Boston is ok as far as I know. Was in hotel most of day and had power. It was just windy/rainy,12:19 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
roguelis,2.6314808329306112e+17,NJ nuclear power plant has a warning... OH MY GOD GUYS. The Happening. It. May. Be. Happening. #blamethetrees,12:19 AM - 30 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
Sidra_Mahmood,2.631408959337431e+17,Power outages are a blessing as they allow us to disconnect and connect with those who truly matter around a simple candle light. #Sandy,11:50 PM - 29 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
the_franchiseSC,2.631376796743312e+17,"A taxpayer, be happy the storm wasn't half as bad as it coulda been",11:38 PM - 29 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,1
AndrewFavorito,2.6313306110390272e+17,“@ryanlochte: Just herd NYC power went out?!?! Is that true” @mobu1001 eloquent as always,11:19 PM - 29 Oct 2012,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",MA,0
